"Participant","Experiment_StartDate","Experiment_Duration","Mobile","Gender","Age","SexualOrientation","Ethnicity","DemandCharcateristics_Condition","Fiction_Expectations","Feedback_BigDifferenceRealAI","Feedback_SmallDifferenceRealAI","Feedback_NoDifferenceRealAI","Feedback_LabelsNotCorrect","Feedback_LabelsReversed","Feedback_LabelsAllPhotos","Feedback_LabelsAllAI","Feedback_ConfidenceReal","Feedback_ConfidenceFake","Experiment_Enjoyment","Experiment_Quality","Experiment_Unusual","Experiment_PerceptionChange","Experiment_Feedback","BAIT_AI_Knowledge","BAIT_AI_Use","BAIT_5_ImitatingReality","BAIT_3_VideosIssues","BAIT_12_Benefit","BAIT_9_Dangerous","BAIT_11_Exciting","BAIT_2_ImagesIssues","BAIT_13_ArtIssues","BAIT_10_Worry","BAIT_6_EnvironmentReal","BAIT_8_TextIssues","BAIT_14_ArtRealistic","BAIT_AttentionCheck","BAIT_7_TextRealistic","BAIT_1_ImagesRealistic","BAIT_4_VideosRealistic","BAIT_2_ImagesIssues_rev","BAIT_3_VideosIssues_rev","BAIT_8_TextIssues_rev","BAIT_13_ArtIssues_rev","BAIT_9_Dangerous_rev","BAIT_10_Worry_rev","BAIT_Images","BAIT_Videos","BAIT_Text","BAIT_Art","BAIT_Attitude","BAIT_Reality","BAIT_total","MIST_fake_general_4","MIST_real_general_3","MIST_real_general_4","MIST_real_general_2","MIST_real_general_1","MIST_fake_general_2","MIST_fake_general_1","MIST_fake_general_3","MIST_totalcorrect","BRS_5","BRS_1","BRS_20","BRS_10","BRS_7","BRS_8","BRS_3","BRS_2","BRS_18","BRS_19","BRS_15","BRS_14","BRS_13","BRS_Attention","BRS_12","BRS_4","BRS_17","BRS_11","BRS_6","BRS_9","BRS_16","BRS_Total","Questionnaires_AttentionCheck","Task_AttentionCheck"
"S073","2025-09-30 16:14:30",16.9922666666667,"false","Non-binary",22,"Queer","White","Control",NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,4,"Never",4,3,2,6,1,1,5,6,5,5,0,1,4,6,5,5,3,1,1,0,0,5.5,4,2.5,0.5,0.75,4.5,2.95833333333333,-89,100,52,26,0,-35,50,-100,6,4,4,5,2,1,3,3,4,5,4,4,2,4,1,5,3,4,3,1,2,5,3.4,1,0.888888888888889
"S051","2025-09-30 09:22:34",30.5351166666667,"false","Woman",21,"Heterosexual","White","Less attractive","I expect to find AI-generated faces less attractive",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,3,"Once a day",2,4,1,5,1,4,6,5,4,4,0,1,3,4,4,2,2,2,0,1,1,3,3,2.5,0,1,3,2.08333333333333,12,-49,26,42,33,10,-34,-26,5,2,3,5,1,3,3,2,2,4,4,2,4,4,1,4,2,4,3,2,2,2,2.9,1,0.555555555555556
"S040","2025-09-29 13:23:43",18.09865,"false","Woman",21,"Bisexual","White","Less attractive","I expect to find AI-generated faces less attractive",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,"A few times per month",4,3,2,6,0,3,6,6,4,5,0,1,3,6,4,3,3,1,0,0,0,4.5,3.5,2,0,0.5,4,2.41666666666667,-100,0,0,0,13,-54,-18,0,5,1,1,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1.25,1,0.666666666666667
"S046","2025-09-29 13:27:43",24.39775,"false","Woman",20,"Homosexual","White","More attractive","I expect to find AI-generated faces less attractive",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,3,3,NA,NA,NA,NA,2,"Never",0,3,0,5,1,4,6,5,4,6,0,1,0,5,5,2,3,0,0,1,1,3.5,4,0,0,0.75,2,1.70833333333333,-100,26,56,10,78,-78,-59,-100,8,2,3,3,3,3,3,1,4,4,4,2,4,3,1,4,2,1,4,2,1,3,2.8,1,1
"S088","2025-09-30 16:15:03",38.50275,"false","Woman",21,"Heterosexual","Black","Self Expectations","I have no expectations",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,0,"A few times per month",1,3,3,3,3,3,3,3,3,3,3,1,1,3,2,3,3,3,3,3,3,3,2.5,2,3,3,2,2.58333333333333,-32,17,40,23,2,-2,-3,-36,8,2,2,4,2,2,2,2,2,2,2,2,4,4,1,4,2,4,4,2,1,3,2.6,1,0.888888888888889
"S142","2025-10-01 11:19:11",18.2235166666667,"false","Woman",20,"Heterosexual","Southeast Asian","Self Expectations","I have no expectations",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,NA,3,NA,NA,NA,NA,3,"A few times per week",3,4,4,3,5,4,3,3,3,4,4,1,4,4,3,2,2,2,3,3,3,3,2.5,3,3.5,3.75,3,3.125,-64,41,16,28,21,-42,-40,50,7,3,2,5,3,4,3,3,3,4,4,3,4,3,1,4,3,1,4,2,3,3,3.2,1,0.888888888888889
"S100","2025-09-30 16:16:08",33.7153333333333,"false","Woman",19,"Heterosexual","White","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"A few times per month",4,3,4,6,4,2,6,4,3,4,3,1,5,4,3,4,3,2,0,0,2,4,3,3.5,1.5,2.5,3.5,3,-40,27,18,15,-29,-43,10,-42,6,3,3,3,4,4,4,4,4,4,4,4,4,4,0,3,3,5,3,4,5,4,3.8,0.5,0.777777777777778
"S345","2025-10-06 10:42:09",52.7299166666667,"true","Woman",20,"Bisexual","White","Less attractive","I expect to find AI-generated faces less attractive",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"Never",2,6,1,6,3,3,6,6,4,6,1,1,2,4,3,3,0,0,0,0,0,3.5,1.5,1,0.5,1,3,1.75,-74,51,67,61,24,-75,-21,-72,8,1,1,2,3,2,3,1,2,4,3,5,2,3,1,4,1,3,2,1,1,2,2.3,1,0.777777777777778
"S183","2025-10-01 13:01:29",24.7872333333333,"false","Man",21,"Heterosexual","White","More attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,4,"A few times per day",4,4,4,4,5,3,6,5,2,4,0,1,3,5,4,3,2,2,0,2,1,4,3,2.5,0,3,3,2.58333333333333,-30,88,48,64,28,30,50,58,5,3,3,2,3,3,3,3,3,3,3,3,4,4,1,1,3,4,3,2,3,2,2.9,1,1
"S030","2025-09-29 13:21:16",22.9043833333333,"false","Woman",21,"Heterosexual","White","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3,NA,3,NA,NA,NA,NA,1,"A few times per month",3,4,1,3,1,4,4,4,3,4,1,1,3,3,3,2,2,2,2,3,2,2.5,2.5,2.5,1.5,1.75,3,2.29166666666667,-100,-57,70,5,25,-29,35,-100,6,4,3,5,3,5,4,3,2,4,3,4,4,4,1,4,3,2,3,2,3,4,3.45,1,0.555555555555556
"S182","2025-10-01 12:06:39",44.9409166666667,"false","Man",20,"Heterosexual","White","Self Expectations","I have no expectations",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,1,"A few times per month",2,4,5,4,5,4,6,4,4,3,3,1,4,5,5,2,2,3,0,2,2,3.5,3.5,3.5,1.5,3.5,3,3.08333333333333,-69,52,22,41,72,-85,41,-92,7,4,3,4,3,4,2,4,3,4,5,3,3,4,1,3,4,2,3,1,1,2,3.1,1,1
"S222","2025-10-02 12:08:29",21.7485,"false","Woman",20,"Heterosexual","White","Less attractive","I expect to find AI-generated faces similarly attractive",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,NA,4,NA,NA,NA,NA,2,"A few times per month",2,4,4,4,3,3,6,4,3,5,2,1,5,5,5,3,2,1,0,2,2,4,3.5,3,1,2.75,2.5,2.79166666666667,-49,74,83,-42,39,-21,39,52,5,4,2,4,2,2,3,3,4,5,4,2,4,4,1,4,2,1,4,3,4,5,3.3,1,0.888888888888889
"S056","2025-09-30 09:23:39",24.3011333333333,"false","Woman",19,"Heterosexual","White","Less attractive","I expect to find AI-generated faces less attractive",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3,NA,3,NA,NA,NA,NA,5,"A few times per week",4,6,1,5,3,0,2,4,3,6,1,1,0,6,4,6,0,0,4,1,2,6,2,0,2.5,1.75,3.5,2.625,-93,95,65,71,76,-71,77,-96,7,5,5,4,2,5,5,5,3,2,3,5,3,2,1,1,5,2,2,5,5,2,3.55,1,0.777777777777778
"S298","2025-10-03 11:19:45",27.3990166666667,"false","Woman",19,"Heterosexual","Black","Less attractive","I have no expectations",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,3,"A few times per month",3,4,2,4,4,3,4,4,3,3,2,1,2,2,3,3,2,3,2,2,2,2.5,2.5,2.5,2,2.5,3,2.5,-8,27,-8,-5,-15,-5,11,25,3,2,3,4,5,4,3,3,3,2,5,3,4,5,0,5,1,4,4,1,1,3,3.25,0.5,0.666666666666667
"S306","2025-10-03 14:16:49",19.3633666666667,"false","Man",20,"Heterosexual","Middle Eastern/North African","More attractive","I expect to find AI-generated faces similarly attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,3,"A few times per week",3,1,2,6,4,4,3,6,3,3,3,1,5,3,5,2,5,3,3,0,0,2.5,5,4,3,1.5,3,3.16666666666667,-100,16,-8,-8,9,-9,5,11,4,2,4,2,3,3,4,2,3,2,3,2,4,2,1,1,2,4,4,4,4,5,3,1,0.555555555555556
"S137","2025-10-01 11:05:56",16.6248833333333,"false","Woman",20,"Prefer not to say","White","Less attractive","I have no expectations",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,3,"Never",4,3,3,6,4,6,6,6,4,5,6,1,6,5,6,0,3,1,0,0,0,2.5,4.5,3.5,3,1.75,4,3.20833333333333,-100,60,100,-28,54,28,-39,-100,6,4,4,3,4,5,4,4,4,4,2,4,4,3,0,5,4,2,4,4,4,5,3.85,0.5,0.666666666666667
"S210","2025-10-02 09:21:30",22.4591833333333,"false","Woman",19,"Heterosexual","White","Control",NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,0,"A few times per month",4,5,3,3,4,3,5,4,3,3,2,1,5,5,3,3,1,3,1,3,2,4,2,4,1.5,3,3.5,3,-35,-2,21,22,11,-20,10,-34,6,4,3,4,3,4,3,3,3,5,4,3,4,4,1,3,4,2,3,2,2,3,3.3,1,0.666666666666667
"S316","2025-10-03 14:17:36",29.9729333333333,"false","Woman",20,"Heterosexual","Mixed","More attractive","I expect to find AI-generated faces similarly attractive",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,2,3,NA,NA,NA,NA,2,"A few times per week",4,3,1,6,2,3,6,6,2,4,2,1,4,4,4,3,3,2,0,0,0,3.5,3.5,3,1,0.75,3,2.45833333333333,-21,17,44,64,31,-40,-40,21,7,3,3,4,3,2,4,2,3,4,4,4,5,4,1,4,1,3,4,3,2,4,3.3,1,0.777777777777778
"S191","2025-10-02 09:18:46",22.9364666666667,"false","Woman",20,"Heterosexual","White","More attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,3,"A few times per month",5,5,4,5,5,4,6,5,4,5,2,1,2,4,5,2,1,1,0,1,1,3,3,1.5,1,2.75,4.5,2.625,-89,56,63,-42,85,-61,100,62,5,2,2,5,3,2,3,3,2,4,4,4,4,4,1,4,2,4,2,3,2,3,3.1,1,0.888888888888889
"S038","2025-09-29 13:23:14",23.7267333333333,"false","Man",20,"Bisexual","White","Self Expectations","I expect to find AI-generated faces similarly attractive",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,1,NA,NA,NA,"Some of the images didn't show up for me - if that was the case I rated all the sliders on the 0 scale. ",4,"Never",0,6,1,6,3,3,6,6,1,4,0,1,2,5,1,3,0,2,0,0,0,4,0.5,2,0,1,0.5,1.33333333333333,-100,30,100,0,60,-60,40,-100,6,1,1,3,2,3,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1.45,1,0.666666666666667
"S315","2025-10-03 14:17:34",27.3653166666667,"false","Woman",20,"Heterosexual","White","Less attractive","I expect to find AI-generated faces similarly attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"A few times per month",4,3,4,5,3,3,6,5,2,3,3,1,4,5,5,3,3,3,0,1,1,4,4,3.5,1.5,2.25,3,3.04166666666667,-44,19,64,-53,-77,-17,-51,40,5,2,3,4,4,3,4,4,2,2,5,3,4,5,1,5,2,4,4,2,2,4,3.4,1,1
"S339","2025-10-03 15:18:03",16.28695,"false","Woman",26,"Bisexual","White","Less attractive","I have no expectations",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,NA,3,NA,NA,NA,NA,3,"A few times per week",4,4,0,5,2,2,6,5,3,4,1,1,4,4,2,4,2,2,0,1,1,4,2,3,0.5,1,3.5,2.33333333333333,-95,56,73,53,16,-40,-75,-70,8,1,2,4,4,1,3,2,3,5,5,4,5,5,1,4,2,3,4,1,1,4,3.15,1,1
"S329","2025-10-03 14:19:14",27.158,"false","Woman",20,"Bisexual","White","More attractive","I have no expectations",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"A few times per month",5,3,0,6,2,5,6,6,3,5,0,1,3,6,3,1,3,1,0,0,0,3.5,3,2,0,0.5,4,2.16666666666667,-38,-58,-19,50,33,57,-63,49,4,1,1,5,1,1,1,1,1,4,5,4,5,3,1,1,1,1,1,1,1,4,2.15,1,1
"S253","2025-10-02 14:18:36",17.2942166666667,"false","Man",21,"Heterosexual","White","Self Expectations","I have no expectations",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"A few times per week",4,2,3,6,4,4,6,6,4,3,0,1,5,6,6,2,4,3,0,0,0,4,5,4,0,1.75,4,3.125,-67,52,50,34,-63,56,36,84,4,1,4,5,1,1,3,1,1,4,5,3,5,5,1,4,4,1,4,2,1,5,3,1,1
"S265","2025-10-02 14:22:55",29.5109166666667,"false","Woman",19,"Heterosexual","White","More attractive","I expect to find AI-generated faces more attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,1,"A few times per week",4,4,2,4,4,1,4,5,4,3,5,1,4,4,5,5,2,3,2,2,1,4.5,3.5,3.5,3.5,2.25,4,3.54166666666667,-81,6,19,69,36,-5,42,-58,7,2,3,5,3,3,3,4,2,3,5,4,4,4,1,4,3,4,4,2,2,4,3.4,1,0.666666666666667
"S344","2025-10-05 19:16:09",41.4530333333333,"false","Woman",19,"Heterosexual","South Asian","Less attractive","I have no expectations",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,2,3,NA,NA,NA,NA,3,"A few times per month",3,3,3,2,4,4,6,6,4,4,0,1,3,4,4,2,3,2,0,4,0,3,3.5,2.5,0,2.75,3.5,2.54166666666667,-7,12,26,15,7,-2,20,-6,7,1,5,4,1,2,3,2,2,3,3,4,5,4,1,2,1,3,4,4,3,3,2.95,1,0.666666666666667
"S300","2025-10-03 11:19:59",22.1497,"false","Woman",20,"Heterosexual","White","Less attractive","I expect to find AI-generated faces less attractive",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,NA,3,NA,NA,NA,NA,1,"A few times per month",4,3,3,4,4,3,3,4,3,2,2,1,4,5,5,3,3,4,3,2,2,4,4,4,2.5,2.75,3.5,3.45833333333333,-75,50,50,50,-40,-15,-50,-35,7,2,3,4,2,2,3,2,2,4,4,2,4,5,1,2,2,4,3,2,2,2,2.8,1,0.888888888888889
"S243","2025-10-02 14:17:24",25.5887833333333,"false","Woman",19,"Heterosexual","White","More attractive","I expect to find AI-generated faces less attractive",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,3,"A few times per week",3,3,2,4,3,3,6,4,3,3,1,1,2,4,4,3,3,3,0,2,2,3.5,3.5,2.5,0.5,2.25,3,2.54166666666667,-41,-25,-57,-4,-78,-78,29,9,2,5,4,5,3,4,4,3,3,4,5,4,5,5,1,5,5,2,5,3,3,4,4.05,1,1
"S273","2025-10-03 11:12:01",39.32665,"false","Man",19,"Bisexual","Southeast Asian","Self Expectations","I have no expectations",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,3,3,NA,NA,NA,NA,2,"A few times per month",6,5,3,5,1,5,6,6,4,4,5,1,2,5,4,1,1,2,0,1,0,3,2.5,2,2.5,1.25,5,2.70833333333333,-55,20,70,0,55,-60,45,-80,6,3,2,4,5,2,2,3,2,4,5,4,5,5,1,4,5,2,3,1,1,5,3.35,1,0.555555555555556
"S288","2025-10-03 11:18:22",31.2453166666667,"false","Man",31,"Heterosexual","White","Control",NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,2,"A few times per day",0,6,3,6,0,6,5,5,5,4,0,1,4,6,6,0,0,2,1,0,1,3,3,3,0.5,1,2.5,2.16666666666667,-86,53,-43,-48,15,-70,7,-60,5,3,5,5,3,3,4,3,3,5,5,5,5,5,0,4,2,3,5,2,5,5,4,0.5,1
"S168","2025-10-01 11:20:29",41.3062333333333,"false","Non-binary",29,"Pansexual","White","More attractive","I expect to find AI-generated faces more attractive",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,"With the pictures I found I didn't want to negatively rate peoples' appearances when I was told they were human because I wouldn't want to judge a real person like that, but I didn't feel bad rating someone's appearance if I was told they were ai generated.
I also was unsure how to answer the headlines questions. I didn't know if I was supposed to answer in terms of what I believed to be fake information, or how much confidence I had in media to publish false headlines. Because I believe all of them *could* have been published, but that has no bearing on what I believe. Is that what the question was asking?",1,"Never",1,2,2,3,3,0,3,6,4,3,1,0,3,4,4,6,4,3,3,3,0,5,4,3,2,2,2.5,3.08333333333333,-10,0,0,0,0,0,-10,-10,4,1,1,3,1,1,1,1,1,3,3,2,3,5,1,2,1,4,4,1,1,2,2.05,0.5,0.666666666666667
"S133","2025-09-30 18:20:03",16.0264333333333,"false","Woman",19,"Bisexual","White","More attractive","I expect to find AI-generated faces similarly attractive",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,NA,NA,NA,NA,NA,NA,1,"A few times per month",3,4,1,4,4,4,6,5,2,5,1,1,1,2,3,2,2,1,0,2,1,2,2.5,1,0.5,2,2.5,1.75,-78,20,36,-23,51,-26,-17,-48,7,3,2,5,4,3,3,2,2,5,4,4,4,4,1,4,2,4,4,2,2,2,3.25,1,0.777777777777778
"S232","2025-10-02 14:16:50",18.3065833333333,"false","Woman",19,"Heterosexual","White","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA,3,NA,NA,NA,NA,4,"A few times per week",4,3,4,4,5,2,6,5,6,5,6,1,5,5,4,4,3,1,0,2,1,4.5,3.5,3,3,3,5,3.66666666666667,-68,28,21,32,-62,-63,40,-30,6,3,3,5,4,2,3,2,4,4,4,4,5,4,1,3,2,2,4,3,2,4,3.35,1,0.888888888888889
"S257","2025-10-02 14:19:24",30.1620666666667,"false","Woman",52,"Prefer not to say","Prefer not to say","Self Expectations","I have no expectations",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3,NA,4,NA,NA,NA,NA,4,"A few times per week",5,1,3,5,5,1,5,5,5,5,3,1,3,6,6,5,5,1,1,1,1,5.5,5.5,2,2,2.5,5,3.75,-100,70,65,18,-48,62,-15,-81,6,3,5,5,3,4,5,5,1,2,5,2,2,4,1,4,4,5,3,3,3,3,3.55,1,0.888888888888889
"S206","2025-10-02 09:20:34",28.6444166666667,"false","Woman",20,"Heterosexual","White","Control",NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"A few times per week",4,3,2,3,3,2,4,4,4,4,5,1,1,4,5,4,3,2,2,3,2,4,4,1.5,3.5,2.5,4,3.25,-32,-27,-28,-34,-40,-22,50,31,2,3,4,4,2,3,2,2,4,3,3,2,4,2,0,2,4,2,2,2,2,2,2.7,0.5,0.888888888888889
"S309","2025-10-03 14:17:24",21.5259833333333,"false","Woman",20,"Heterosexual","White","More attractive","I expect to find AI-generated faces similarly attractive",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,4,NA,3,NA,NA,NA,NA,3,"Once a day",3,2,3,3,5,2,6,3,0,4,0,1,3,5,4,4,4,2,0,3,3,4.5,4,2.5,0,3.5,1.5,2.66666666666667,-100,100,-100,71,95,56,-100,100,5,1,4,3,3,5,2,4,3,3,4,4,4,3,1,3,3,4,4,4,5,2,3.4,1,0.555555555555556
"S084","2025-09-30 16:14:51",24.8377833333333,"false","Woman",19,"Heterosexual","White","Less attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,2,"A few times per month",4,1,0,5,1,4,6,6,4,6,0,1,5,5,5,2,5,0,0,1,0,3.5,5,2.5,0,0.5,4,2.58333333333333,-77,-45,-26,42,38,45,-22,69,4,2,2,4,4,2,2,1,2,1,4,5,4,4,1,3,4,4,3,1,1,1,2.7,1,0.777777777777778
"S172","2025-10-01 11:20:54",20.9804666666667,"false","Woman",21,"Heterosexual","White","Less attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,1,"A few times per month",4,1,2,6,1,2,6,6,4,4,4,1,3,5,4,4,5,2,0,0,0,4.5,4.5,2.5,2,0.75,4,3.04166666666667,-98,59,52,-52,61,-64,-65,-46,7,2,2,4,2,2,3,2,2,3,4,3,4,4,1,3,2,3,4,1,1,3,2.7,1,0.777777777777778
"S205","2025-10-02 09:20:12",28.8016166666667,"false","Woman",20,"Heterosexual","White","Less attractive","I expect to find AI-generated faces less attractive",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,2,3,NA,NA,NA,"There was genuinely no way to tell the difference between the images, I went with my gut but that was all I had to go off. ",2,"A few times per month",4,2,3,5,2,2,6,5,4,4,1,1,2,6,6,4,4,2,0,1,1,5,5,2,0.5,1.75,4,3.04166666666667,-74,-34,21,50,-65,-36,30,-80,5,1,2,4,3,2,3,2,1,3,4,4,5,3,1,5,1,1,4,2,1,4,2.75,1,0.777777777777778
"S124","2025-09-30 18:18:31",29.2665,"false","Woman",21,"Bisexual","White","Control",NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,2,"A few times per month",2,1,3,6,4,2,5,6,5,4,2,1,3,6,5,4,5,2,1,0,0,5,5,2.5,1.5,1.75,3.5,3.20833333333333,-100,-52,-10,70,28,78,-55,-100,5,2,2,5,1,1,1,2,1,5,4,4,5,5,1,5,2,3,5,2,1,1,2.85,1,0.888888888888889
"S096","2025-09-30 16:15:27",17.54285,"false","Woman",21,"Heterosexual","White","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,3,"A few times per month",3,4,4,4,3,2,2,4,3,4,4,1,4,5,6,4,2,2,4,2,2,4.5,4,3,4,2.75,3,3.54166666666667,-32,-8,50,26,14,29,-41,59,5,3,3,4,3,3,4,3,4,2,4,4,4,4,1,3,3,2,4,4,2,3,3.3,1,0.666666666666667
"S087","2025-09-30 16:15:00",36.9033,"false","Woman",19,"Bisexual","Black","Less attractive","I have no expectations",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,4,"Never",4,4,2,5,2,5,6,4,2,4,0,1,4,4,3,1,2,2,0,1,2,2.5,2.5,3,0,1.75,3,2.125,-38,70,67,23,-35,-35,54,-50,6,2,4,4,3,3,2,2,3,3,4,4,4,2,1,3,2,1,4,2,2,4,2.9,1,1
"S226","2025-10-02 14:16:38",18.9250333333333,"false","Woman",21,"Bisexual","Mixed","Less attractive","I expect to find AI-generated faces similarly attractive",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4,"A few times per week",1,5,3,3,3,5,6,6,4,2,5,1,3,5,1,1,1,4,0,3,0,3,1,3.5,2.5,2.25,2.5,2.45833333333333,-12,36,36,0,-27,0,9,0,5,4,1,5,3,4,3,4,5,4,3,2,2,3,0,5,3,3,4,4,4,3,3.45,0.5,0.333333333333333
"S080","2025-09-30 16:14:46",20.5330666666667,"false","Woman",20,"Bisexual","White","More attractive","I expect to find AI-generated faces less attractive",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,4,"Never",4,4,1,6,0,5,6,6,2,6,0,1,1,3,3,1,2,0,0,0,0,2,2.5,0.5,0,0.25,3,1.375,-72,24,23,12,41,-75,-75,-41,8,4,2,3,3,2,5,3,3,3,4,3,4,3,1,2,4,1,1,2,2,3,2.85,1,1
"S156","2025-10-01 11:19:42",24.4891833333333,"false","Woman",19,"Homosexual","White","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,4,"A few times per week",0,5,2,6,5,5,6,6,2,5,0,1,3,2,3,1,1,1,0,0,0,1.5,2,2,0,1.75,1,1.375,-31,70,90,32,62,32,33,20,5,4,4,5,2,4,4,4,3,5,4,5,5,4,1,4,2,4,5,4,4,5,4.05,1,0.666666666666667
"S319","2025-10-03 14:17:46",20.8938833333333,"false","Woman",19,"Heterosexual","Mixed","Self Expectations","I have no expectations",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,2,"Never",1,3,0,6,0,2,6,6,3,4,3,1,2,5,5,4,3,2,0,0,0,4.5,4,2,1.5,0,2,2.33333333333333,-47,56,75,1,62,-42,-32,-27,8,1,2,1,2,2,2,1,1,4,3,2,3,4,1,4,2,4,3,2,1,2,2.3,1,1
"S261","2025-10-02 14:20:19",19.1845166666667,"false","Woman",19,"Heterosexual","White","More attractive","I expect to find AI-generated faces similarly attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,4,"A few times per day",3,5,3,3,4,4,5,5,4,5,3,1,4,4,4,2,1,1,1,3,1,3,2.5,2.5,2,2.75,3.5,2.70833333333333,-96,19,61,61,60,-67,-93,-98,8,2,2,3,3,2,4,3,3,2,2,3,4,4,1,3,3,3,3,2,1,4,2.8,1,0.777777777777778
